game_id,plate_appearance_id,pitch_number,game_date,season,game_type,pitching_team,batting_team,pitcher_id,pitcher_hand,pitcher_pitch_count_before,pitcher_days_rest,pitcher_times_through_order,pitcher_season_whiff_rate_before,pitcher_rolling_whiff_rate_before,pitcher_pitch_type_use_before,pitcher_batter_pa_before,batter_id,batter_side,batter_pa_before,batter_season_woba_before,batter_rolling_woba_before,batter_pitch_type_whiff_rate_before,batter_zone_swing_rate_before,batter_chase_rate_before,batter_contact_rate_before,expected_release_speed,expected_break_x,expected_break_z,expected_spin_rate,expected_extension,intended_plate_x,intended_plate_z,previous_pitch_1,previous_pitch_2,previous_pitch_3,previous_result_1,previous_speed_1,speed_change_from_previous,break_x_change_from_previous,break_z_change_from_previous,location_x_change_from_previous,location_z_change_from_previous,balls,strikes,outs,inning,inning_half,score_difference,runner_on_first,runner_on_second,runner_on_third,leverage_index_before,ballpark_id,park_run_factor_before,park_home_run_factor_before,park_altitude_feet,roof_state,temperature_f,wind_speed_mph,wind_direction,catcher_id,catcher_framing_rate_before,defense_alignment,defense_quality_before,pitch_name,description,release_speed,break_x,break_z,spin_rate,plate_x,plate_z,exit_velocity,plate_appearance_result,game_result
G2023-0067,PA000805,1,2023-05-14,2023,regular season,MIL,STL,P200,left,25,5,2,0.238,0.239,0.24,12,B100,right,167,0.322,0.3085,0.224,0.6596,0.25,0.746,85,6.8,1.8,2530,6.22,0.6686,2.0957,,,,,,0,0,0,0,0,0,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,changeup,called strike,83.6986,9.0994,4.8551,1713,-0.0266,2.0532,,field out,loss
G2023-0067,PA000805,2,2023-05-14,2023,regular season,MIL,STL,P200,left,25,5,2,0.238,0.239,0.24,12,B100,right,167,0.322,0.3085,0.224,0.6596,0.25,0.746,85,6.8,1.8,2530,6.22,0.6686,2.0957,changeup,,,called strike,83.6986,0,0,0,0,0,0,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,four-seam fastball,ball,94.2665,-3.9704,15.5046,2295,0.7078,2.5552,,field out,loss
G2023-0067,PA000805,3,2023-05-14,2023,regular season,MIL,STL,P200,left,25,5,2,0.238,0.239,0.24,12,B100,right,167,0.322,0.3085,0.224,0.6596,0.25,0.746,85,6.8,1.8,2530,6.22,0.6686,2.0957,four-seam fastball,changeup,,ball,94.2665,9.2665,10.9704,-14.0046,-0.0392,-0.4595,1,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,slider,swinging strike,84.0172,6.8337,0.9768,2373,0.7907,2.2512,,field out,loss
G2023-0067,PA000806,1,2023-05-14,2023,regular season,MIL,STL,P200,left,25,5,2,0.238,0.2467,0.24,12,B100,right,167,0.322,0.3119,0.224,0.617,0.25,0.746,85,6.8,1.8,2530,6.22,0.653,2.0725,,,,,,0,0,0,0,0,0,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,changeup,called strike,83.6531,9.1016,5.2464,1768,-0.707,2.3263,,field out,loss
G2023-0067,PA000806,2,2023-05-14,2023,regular season,MIL,STL,P200,left,25,5,2,0.238,0.2467,0.24,12,B100,right,167,0.322,0.3119,0.224,0.617,0.25,0.746,85,6.8,1.8,2530,6.22,0.653,2.0725,changeup,,,called strike,83.6531,0,0,0,0,0,0,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,curveball,ball,78.7339,7.7329,-6.3614,2592,-0.4368,3.0646,,field out,loss
G2023-0067,PA000806,3,2023-05-14,2023,regular season,MIL,STL,P200,left,25,5,2,0.238,0.2467,0.24,12,B100,right,167,0.322,0.3119,0.224,0.617,0.25,0.746,85,6.8,1.8,2530,6.22,0.653,2.0725,curveball,changeup,,ball,78.7339,-6.2661,-0.7329,7.8614,1.0898,-0.9921,1,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,slider,hit into play,84.2961,6.8858,0.9485,2524,0.5162,2.1189,95.1,field out,loss
G2023-0067,PA000807,1,2023-05-14,2023,regular season,MIL,STL,P200,left,32,5,2,0.238,0.2396,0.24,13,B100,right,167,0.322,0.29,0.224,0.6101,0.25,0.746,85,6.8,1.8,2530,6.22,0.365,2.2651,,,,,,0,0,0,0,0,0,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,changeup,called strike,83.624,10.1742,5.6589,1793,-0.4962,2.7328,,field out,loss
G2023-0067,PA000807,2,2023-05-14,2023,regular season,MIL,STL,P200,left,32,5,2,0.238,0.2396,0.24,13,B100,right,167,0.322,0.29,0.224,0.6101,0.25,0.746,85,6.8,1.8,2530,6.22,0.365,2.2651,changeup,,,called strike,83.624,0,0,0,0,0,0,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,four-seam fastball,ball,94.0583,-3.6783,14.2046,2400,-0.7588,2.3589,,field out,loss
G2023-0067,PA000807,3,2023-05-14,2023,regular season,MIL,STL,P200,left,32,5,2,0.238,0.2396,0.24,13,B100,right,167,0.322,0.29,0.224,0.6101,0.25,0.746,85,6.8,1.8,2530,6.22,0.365,2.2651,four-seam fastball,changeup,,ball,94.0583,9.0583,10.6783,-12.7046,1.1238,-0.0938,1,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,slider,swinging strike,84.3097,8.1303,1.2612,2532,0.1052,1.7481,,field out,loss
G2023-0067,PA000808,1,2023-05-14,2023,regular season,MIL,STL,P200,left,32,5,2,0.238,0.2456,0.24,13,B100,right,167,0.322,0.2896,0.224,0.643,0.25,0.746,85,6.8,1.8,2530,6.22,0.3691,2.3056,,,,,,0,0,0,0,0,0,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,changeup,called strike,83.1025,9.4161,5.5036,1879,0.1524,2.2615,,field out,loss
G2023-0067,PA000808,2,2023-05-14,2023,regular season,MIL,STL,P200,left,32,5,2,0.238,0.2456,0.24,13,B100,right,167,0.322,0.2896,0.224,0.643,0.25,0.746,85,6.8,1.8,2530,6.22,0.3691,2.3056,changeup,,,called strike,83.1025,0,0,0,0,0,0,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,curveball,ball,79.5355,7.934,-5.6144,2584,0.5267,2.5926,,field out,loss
G2023-0067,PA000808,3,2023-05-14,2023,regular season,MIL,STL,P200,left,32,5,2,0.238,0.2456,0.24,13,B100,right,167,0.322,0.2896,0.224,0.643,0.25,0.746,85,6.8,1.8,2530,6.22,0.3691,2.3056,curveball,changeup,,ball,79.5355,-5.4645,-0.934,7.1144,-0.1576,-0.287,1,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,slider,foul,84.5331,7.0361,1.8957,2448,0.8557,2.3062,,field out,loss
G2023-0067,PA000809,1,2023-05-14,2023,regular season,MIL,STL,P200,left,39,5,2,0.238,0.2414,0.24,14,B100,right,167,0.322,0.311,0.224,0.6199,0.25,0.746,85,6.8,1.8,2530,6.22,0.5774,2.4118,,,,,,0,0,0,0,0,0,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,changeup,called strike,82.4961,9.5517,4.9998,1715,-0.5177,2.4891,,field out,loss
G2023-0067,PA000809,2,2023-05-14,2023,regular season,MIL,STL,P200,left,39,5,2,0.238,0.2414,0.24,14,B100,right,167,0.322,0.311,0.224,0.6199,0.25,0.746,85,6.8,1.8,2530,6.22,0.5774,2.4118,changeup,,,called strike,82.4961,0,0,0,0,0,0,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,four-seam fastball,ball,94.1314,-3.004,14.5111,2369,0.1594,3.0338,,field out,loss
G2023-0067,PA000809,3,2023-05-14,2023,regular season,MIL,STL,P200,left,39,5,2,0.238,0.2414,0.24,14,B100,right,167,0.322,0.311,0.224,0.6199,0.25,0.746,85,6.8,1.8,2530,6.22,0.5774,2.4118,four-seam fastball,changeup,,ball,94.1314,9.1314,10.004,-13.0111,0.418,-0.622,1,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,slider,hit into play,86.1151,6.5632,0.5172,2515,0.6788,1.5524,80,field out,loss
G2023-0067,PA000810,1,2023-05-14,2023,regular season,MIL,STL,P200,left,39,5,2,0.238,0.229,0.24,14,B100,right,167,0.322,0.292,0.224,0.6547,0.25,0.746,85,6.8,1.8,2530,6.22,0.4661,2.353,,,,,,0,0,0,0,0,0,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,changeup,called strike,83.7301,10.9016,5.5329,1799,0.7459,2.1528,,field out,loss
G2023-0067,PA000810,2,2023-05-14,2023,regular season,MIL,STL,P200,left,39,5,2,0.238,0.229,0.24,14,B100,right,167,0.322,0.292,0.224,0.6547,0.25,0.746,85,6.8,1.8,2530,6.22,0.4661,2.353,changeup,,,called strike,83.7301,0,0,0,0,0,0,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,curveball,ball,78.8993,7.3945,-5.748,2680,-0.2073,2.9901,,field out,loss
G2023-0067,PA000810,3,2023-05-14,2023,regular season,MIL,STL,P200,left,39,5,2,0.238,0.229,0.24,14,B100,right,167,0.322,0.292,0.224,0.6547,0.25,0.746,85,6.8,1.8,2530,6.22,0.4661,2.353,curveball,changeup,,ball,78.8993,-6.1007,-0.3945,7.248,0.6734,-0.6371,1,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,slider,foul,84.7323,5.7777,1.5641,2541,-0.0981,1.8902,,field out,loss
G2023-0067,PA000811,1,2023-05-14,2023,regular season,MIL,STL,P200,left,89,5,2,0.238,0.2447,0.24,10,B100,right,167,0.322,0.29,0.224,0.6159,0.25,0.746,85,6.8,1.8,2530,6.22,0.2384,2.2676,,,,,,0,0,0,0,0,0,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,changeup,called strike,83.3518,9.2421,5.9528,1775,-0.2597,2.883,,field out,loss
G2023-0067,PA000811,2,2023-05-14,2023,regular season,MIL,STL,P200,left,89,5,2,0.238,0.2447,0.24,10,B100,right,167,0.322,0.29,0.224,0.6159,0.25,0.746,85,6.8,1.8,2530,6.22,0.2384,2.2676,changeup,,,called strike,83.3518,0,0,0,0,0,0,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,four-seam fastball,ball,94.5427,-3.0858,14.0073,2389,0.7738,2.0484,,field out,loss
G2023-0067,PA000811,3,2023-05-14,2023,regular season,MIL,STL,P200,left,89,5,2,0.238,0.2447,0.24,10,B100,right,167,0.322,0.29,0.224,0.6159,0.25,0.746,85,6.8,1.8,2530,6.22,0.2384,2.2676,four-seam fastball,changeup,,ball,94.5427,9.5427,10.0858,-12.5073,-0.5354,0.2192,1,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,slider,swinging strike,85.8914,7.7971,2.4821,2465,0.739,1.9391,,field out,loss
G2023-0067,PA000812,1,2023-05-14,2023,regular season,MIL,STL,P200,left,89,5,2,0.238,0.2483,0.24,10,B100,right,167,0.322,0.3051,0.224,0.6211,0.25,0.746,85,6.8,1.8,2530,6.22,0.6868,2.0959,,,,,,0,0,0,0,0,0,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,changeup,called strike,83.5382,10.1515,5.8825,1778,0.6273,2.4482,,field out,loss
G2023-0067,PA000812,2,2023-05-14,2023,regular season,MIL,STL,P200,left,89,5,2,0.238,0.2483,0.24,10,B100,right,167,0.322,0.3051,0.224,0.6211,0.25,0.746,85,6.8,1.8,2530,6.22,0.6868,2.0959,changeup,,,called strike,83.5382,0,0,0,0,0,0,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,curveball,ball,79.7781,8.8425,-6.2372,2737,-0.5359,1.9092,,field out,loss
G2023-0067,PA000812,3,2023-05-14,2023,regular season,MIL,STL,P200,left,89,5,2,0.238,0.2483,0.24,10,B100,right,167,0.322,0.3051,0.224,0.6211,0.25,0.746,85,6.8,1.8,2530,6.22,0.6868,2.0959,curveball,changeup,,ball,79.7781,-5.2219,-1.8425,7.7372,1.2227,0.1867,1,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,slider,hit into play,83.9312,7.4731,2.33,2382,0.51,2.4117,99.1,field out,loss
G2023-0067,PA000813,1,2023-05-14,2023,regular season,MIL,STL,P200,left,96,5,2,0.238,0.2275,0.24,11,B100,right,167,0.322,0.3131,0.224,0.6326,0.25,0.746,85,6.8,1.8,2530,6.22,0.3382,2.1632,,,,,,0,0,0,0,0,0,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,changeup,called strike,82.7838,10.971,5.0865,1873,-0.5237,2.5794,,field out,loss
G2023-0067,PA000813,2,2023-05-14,2023,regular season,MIL,STL,P200,left,96,5,2,0.238,0.2275,0.24,11,B100,right,167,0.322,0.3131,0.224,0.6326,0.25,0.746,85,6.8,1.8,2530,6.22,0.3382,2.1632,changeup,,,called strike,82.7838,0,0,0,0,0,0,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,four-seam fastball,ball,94.6095,-4.2627,15.1116,2293,0.6485,2.8648,,field out,loss
G2023-0067,PA000813,3,2023-05-14,2023,regular season,MIL,STL,P200,left,96,5,2,0.238,0.2275,0.24,11,B100,right,167,0.322,0.3131,0.224,0.6326,0.25,0.746,85,6.8,1.8,2530,6.22,0.3382,2.1632,four-seam fastball,changeup,,ball,94.6095,9.6095,11.2627,-13.6116,-0.3103,-0.7016,1,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,slider,foul,85.7172,7.0654,0.829,2441,0.385,2.1443,,field out,loss
G2023-0067,PA000814,1,2023-05-14,2023,regular season,MIL,STL,P200,left,96,5,2,0.238,0.2269,0.24,11,B100,right,167,0.322,0.2957,0.224,0.6081,0.25,0.746,85,6.8,1.8,2530,6.22,0.4945,2.3922,,,,,,0,0,0,0,0,0,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,changeup,called strike,83.0755,9.7027,4.3304,1742,-0.192,2.1318,,field out,loss
G2023-0067,PA000814,2,2023-05-14,2023,regular season,MIL,STL,P200,left,96,5,2,0.238,0.2269,0.24,11,B100,right,167,0.322,0.2957,0.224,0.6081,0.25,0.746,85,6.8,1.8,2530,6.22,0.4945,2.3922,changeup,,,called strike,83.0755,0,0,0,0,0,0,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,curveball,ball,78.9715,8.8931,-5.9457,2672,0.5761,2.1771,,field out,loss
G2023-0067,PA000814,3,2023-05-14,2023,regular season,MIL,STL,P200,left,96,5,2,0.238,0.2269,0.24,11,B100,right,167,0.322,0.2957,0.224,0.6081,0.25,0.746,85,6.8,1.8,2530,6.22,0.4945,2.3922,curveball,changeup,,ball,78.9715,-6.0285,-1.8931,7.4457,-0.0816,0.2151,1,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,slider,foul,85.1818,7.064,1.4486,2484,0.4181,1.7102,,field out,loss
G2023-0067,PA000815,1,2023-05-14,2023,regular season,MIL,STL,P200,left,25,5,2,0.238,0.2406,0.24,12,B100,right,167,0.322,0.2962,0.224,0.6182,0.25,0.746,85,6.8,1.8,2530,6.22,0.2131,2.1726,,,,,,0,0,0,0,0,0,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,changeup,called strike,83.4943,9.2148,4.8017,1742,-0.089,2.2141,,field out,loss
G2023-0067,PA000815,2,2023-05-14,2023,regular season,MIL,STL,P200,left,25,5,2,0.238,0.2406,0.24,12,B100,right,167,0.322,0.2962,0.224,0.6182,0.25,0.746,85,6.8,1.8,2530,6.22,0.2131,2.1726,changeup,,,called strike,83.4943,0,0,0,0,0,0,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,four-seam fastball,ball,95.1431,-3.2542,14.2058,2390,-0.5795,2.9098,,field out,loss
G2023-0067,PA000815,3,2023-05-14,2023,regular season,MIL,STL,P200,left,25,5,2,0.238,0.2406,0.24,12,B100,right,167,0.322,0.2962,0.224,0.6182,0.25,0.746,85,6.8,1.8,2530,6.22,0.2131,2.1726,four-seam fastball,changeup,,ball,95.1431,10.1431,10.2542,-12.7058,0.7926,-0.7372,1,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,slider,foul,83.9024,6.497,1.3365,2567,0.4333,2.5856,,field out,loss
G2023-0067,PA000816,1,2023-05-14,2023,regular season,MIL,STL,P200,left,25,5,2,0.238,0.2452,0.24,12,B100,right,167,0.322,0.3079,0.224,0.6406,0.25,0.746,85,6.8,1.8,2530,6.22,0.3917,2.3781,,,,,,0,0,0,0,0,0,0,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,changeup,called strike,82.0716,9.3578,5.9881,1824,0.1882,2.423,,field out,loss
G2023-0067,PA000816,2,2023-05-14,2023,regular season,MIL,STL,P200,left,25,5,2,0.238,0.2452,0.24,12,B100,right,167,0.322,0.3079,0.224,0.6406,0.25,0.746,85,6.8,1.8,2530,6.22,0.3917,2.3781,changeup,,,called strike,82.0716,0,0,0,0,0,0,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,curveball,ball,78.7478,7.6597,-5.2857,2633,0.1675,3.2585,,field out,loss
G2023-0067,PA000816,3,2023-05-14,2023,regular season,MIL,STL,P200,left,25,5,2,0.238,0.2452,0.24,12,B100,right,167,0.322,0.3079,0.224,0.6406,0.25,0.746,85,6.8,1.8,2530,6.22,0.3917,2.3781,curveball,changeup,,ball,78.7478,-6.2522,-0.6597,6.7857,0.2242,-0.8804,1,1,1,5,bottom,1,false,false,false,1.18,American Family Field,1,0.99,593,open,65,14,in,C4,0,standard,-0.005,slider,foul,84.1772,7.4763,2.2295,2460,0.8789,2.1128,,field out,loss
G2023-0068,PA000817,1,2023-06-15,2023,regular season,MIL,STL,P200,left,33,6,3,0.238,0.241,0.24,13,B100,right,168,0.322,0.3095,0.224,0.6272,0.25,0.746,85,6.8,1.8,2530,6.22,0.5351,2.4506,,,,,,0,0,0,0,0,0,0,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,changeup,called strike,83.4168,10.975,4.8914,1752,-0.3193,1.9069,,field out,win
G2023-0068,PA000817,2,2023-06-15,2023,regular season,MIL,STL,P200,left,33,6,3,0.238,0.241,0.24,13,B100,right,168,0.322,0.3095,0.224,0.6272,0.25,0.746,85,6.8,1.8,2530,6.22,0.5351,2.4506,changeup,,,called strike,83.4168,0,0,0,0,0,0,1,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,four-seam fastball,ball,94.5996,-3.1756,14.5988,2372,0.0864,2.7057,,field out,win
G2023-0068,PA000817,3,2023-06-15,2023,regular season,MIL,STL,P200,left,33,6,3,0.238,0.241,0.24,13,B100,right,168,0.322,0.3095,0.224,0.6272,0.25,0.746,85,6.8,1.8,2530,6.22,0.5351,2.4506,four-seam fastball,changeup,,ball,94.5996,9.5996,10.1756,-13.0988,0.4487,-0.2551,1,1,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,slider,swinging strike,86.0735,6.2191,1.208,2503,0.9209,1.6203,,field out,win
G2023-0068,PA000818,1,2023-06-15,2023,regular season,MIL,STL,P200,left,33,6,3,0.238,0.2495,0.24,13,B100,right,168,0.322,0.2742,0.224,0.639,0.25,0.746,85,6.8,1.8,2530,6.22,0.2174,1.9591,,,,,,0,0,0,0,0,0,0,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,changeup,called strike,82.5216,10.0297,5.4376,1789,0.3376,2.5513,,field out,win
G2023-0068,PA000818,2,2023-06-15,2023,regular season,MIL,STL,P200,left,33,6,3,0.238,0.2495,0.24,13,B100,right,168,0.322,0.2742,0.224,0.639,0.25,0.746,85,6.8,1.8,2530,6.22,0.2174,1.9591,changeup,,,called strike,82.5216,0,0,0,0,0,0,1,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,curveball,ball,79.9798,8.5017,-5.6291,2716,-0.7719,2.3717,,field out,win
G2023-0068,PA000818,3,2023-06-15,2023,regular season,MIL,STL,P200,left,33,6,3,0.238,0.2495,0.24,13,B100,right,168,0.322,0.2742,0.224,0.639,0.25,0.746,85,6.8,1.8,2530,6.22,0.2174,1.9591,curveball,changeup,,ball,79.9798,-5.0202,-1.5017,7.1291,0.9893,-0.4126,1,1,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,slider,swinging strike,84.7779,5.8293,1.0328,2480,0.7731,1.7468,,field out,win
G2023-0068,PA000819,1,2023-06-15,2023,regular season,MIL,STL,P200,left,40,6,3,0.238,0.2501,0.24,14,B100,right,168,0.322,0.3086,0.224,0.6445,0.25,0.746,85,6.8,1.8,2530,6.22,0.3589,1.9248,,,,,,0,0,0,0,0,0,0,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,changeup,called strike,83.4532,9.3915,5.1556,1768,0.4599,2.4991,,field out,win
G2023-0068,PA000819,2,2023-06-15,2023,regular season,MIL,STL,P200,left,40,6,3,0.238,0.2501,0.24,14,B100,right,168,0.322,0.3086,0.224,0.6445,0.25,0.746,85,6.8,1.8,2530,6.22,0.3589,1.9248,changeup,,,called strike,83.4532,0,0,0,0,0,0,1,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,four-seam fastball,ball,94.3314,-3.0892,15.6519,2287,0.1303,3.0695,,field out,win
G2023-0068,PA000819,3,2023-06-15,2023,regular season,MIL,STL,P200,left,40,6,3,0.238,0.2501,0.24,14,B100,right,168,0.322,0.3086,0.224,0.6445,0.25,0.746,85,6.8,1.8,2530,6.22,0.3589,1.9248,four-seam fastball,changeup,,ball,94.3314,9.3314,10.0892,-14.1519,0.2286,-1.1447,1,1,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,slider,swinging strike,84.9558,6.6544,0.8912,2486,-0.0427,2.4737,,field out,win
G2023-0068,PA000820,1,2023-06-15,2023,regular season,MIL,STL,P200,left,40,6,3,0.238,0.2306,0.24,14,B100,right,168,0.322,0.2862,0.224,0.6153,0.25,0.746,85,6.8,1.8,2530,6.22,0.5844,2.3269,,,,,,0,0,0,0,0,0,0,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,changeup,called strike,82.9451,9.123,4.6904,1795,0.4899,2.6921,,field out,win
G2023-0068,PA000820,2,2023-06-15,2023,regular season,MIL,STL,P200,left,40,6,3,0.238,0.2306,0.24,14,B100,right,168,0.322,0.2862,0.224,0.6153,0.25,0.746,85,6.8,1.8,2530,6.22,0.5844,2.3269,changeup,,,called strike,82.9451,0,0,0,0,0,0,1,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,curveball,ball,78.0085,8.8514,-5.5983,2719,0.1278,3.0023,,field out,win
G2023-0068,PA000820,3,2023-06-15,2023,regular season,MIL,STL,P200,left,40,6,3,0.238,0.2306,0.24,14,B100,right,168,0.322,0.2862,0.224,0.6153,0.25,0.746,85,6.8,1.8,2530,6.22,0.5844,2.3269,curveball,changeup,,ball,78.0085,-6.9915,-1.8514,7.0983,0.4566,-0.6754,1,1,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,slider,hit into play,85.9463,7.528,2.3025,2506,-0.0669,2.0771,92.8,field out,win
G2023-0068,PA000821,1,2023-06-15,2023,regular season,MIL,STL,P200,left,90,6,3,0.238,0.2409,0.24,10,B100,right,168,0.322,0.3092,0.224,0.607,0.25,0.746,85,6.8,1.8,2530,6.22,0.4583,2.3349,,,,,,0,0,0,0,0,0,0,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,changeup,called strike,82.5119,9.6036,4.9307,1774,0.0443,2.5576,,field out,win
G2023-0068,PA000821,2,2023-06-15,2023,regular season,MIL,STL,P200,left,90,6,3,0.238,0.2409,0.24,10,B100,right,168,0.322,0.3092,0.224,0.607,0.25,0.746,85,6.8,1.8,2530,6.22,0.4583,2.3349,changeup,,,called strike,82.5119,0,0,0,0,0,0,1,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,four-seam fastball,ball,95.2364,-3.0871,15.3917,2334,0.6013,3.2067,,field out,win
G2023-0068,PA000821,3,2023-06-15,2023,regular season,MIL,STL,P200,left,90,6,3,0.238,0.2409,0.24,10,B100,right,168,0.322,0.3092,0.224,0.607,0.25,0.746,85,6.8,1.8,2530,6.22,0.4583,2.3349,four-seam fastball,changeup,,ball,95.2364,10.2364,10.0871,-13.8917,-0.143,-0.8718,1,2,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,slider,swinging strike,84.2987,7.4149,0.9583,2472,0.6128,2.1705,,strikeout,win
G2023-0068,PA000822,1,2023-06-15,2023,regular season,MIL,STL,P200,left,90,6,3,0.238,0.2336,0.24,10,B100,right,168,0.322,0.2785,0.224,0.6404,0.25,0.746,85,6.8,1.8,2530,6.22,0.7904,2.3935,,,,,,0,0,0,0,0,0,0,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,changeup,called strike,83.9736,10.8929,4.4798,1827,0.5409,2.3394,,field out,win
G2023-0068,PA000822,2,2023-06-15,2023,regular season,MIL,STL,P200,left,90,6,3,0.238,0.2336,0.24,10,B100,right,168,0.322,0.2785,0.224,0.6404,0.25,0.746,85,6.8,1.8,2530,6.22,0.7904,2.3935,changeup,,,called strike,83.9736,0,0,0,0,0,0,1,2,6,top,2,false,true,false,1.3,Busch Stadium,1.04,1.04,466,open,66,15,out,C1,0.01,standard,0.01,curveball,ball,78.2677,8.4036,-6.6951,2632,0.4819,2.3469,,field out,win
